35.5,90,#A55C55
35.5,80,#A55C55
30.5,90,#A55C55
30.5,80,#A55C55
25.5,90,#A55C55
25.5,80,#A55C55
20.5,90,#A55C55
20.5,80,#A55C55
15.5,90,#A55C55
15.5,80,#A55C55
21.5,71,#A55C55
22.5,62,#A55C55
16.5,71,#A55C55
17.5,62,#A55C55
