38.8,70.4,#DBA67B
42.7,62.6,#DBA67B
32.4,67.6,#DBA67B
35.5,58.8,#DBA67B
39.2,52.8,#DBA67B
44.3,48.9,#DBA67B
27.6,62.6,#DBA67B
30.9,53.9,#DBA67B
36.6,44.9,#DBA67B
42.2,40.6,#DBA67B
